     index            Field [G]         Intensity []
       126                  250   -0.646084832137707
       127                250.4   -0.644182515425949
       128                250.8   -0.642542117906284
       129                251.2   -0.641573851890174
       130                251.6   -0.641494669673701
       131                  252   -0.642170084372971
       132                252.4   -0.643184318615413
       133                252.8   -0.644062971086635
       134                253.2   -0.644476182977227
       135                253.6   -0.644320013371625
       136                  254    -0.64369207973637
       137                254.4   -0.642817084283516
       138                254.8   -0.641962313093489
       139                255.2   -0.641383407615319
       140                255.6   -0.641324120102793
       141                  256   -0.642024765282324
       142                256.4   -0.643664909830461
       143                256.8   -0.646247439337616
       144                257.2   -0.649515134043747
       145                257.6   -0.652963621797751
       146                  258   -0.655951273500952
       147                258.4   -0.657906337515512
       148                258.8    -0.65861186852557
       149                259.2   -0.658418737589265
       150                259.6   -0.658149313333078
       151                  260   -0.658635002132563
       152                260.4   -0.660183284039645
       153                260.8   -0.662396117556214
       154                261.2   -0.664466010274459
       155                261.6   -0.665665858943518
       156                  262   -0.665661284092293
       157                262.4   -0.664527851887752
       158                262.8    -0.66259543862739
       159                263.2   -0.660258347970821
       160                263.6   -0.657814122262851
       161                  264    -0.65537987087957
       162                264.4   -0.652929477059337
       163                264.8   -0.650418696677104
       164                265.2   -0.647896555746983
       165                265.6   -0.645540768224178
       166                  266   -0.643638292596805
       167                266.4   -0.642534290477492
       168                266.8   -0.642522482336561
       169                267.2   -0.643680153615366
       170                267.6   -0.645753129779717
       171                  268   -0.648205344841975
       172                268.4   -0.650412620584581
       173                268.8   -0.651865507745606
       174                269.2   -0.652285824447959
       175                269.6   -0.651669251548067
       176                  270   -0.650291019268341
       177                270.4    -0.64865628069469
       178                270.8   -0.647353472627369
       179                271.2    -0.64682522282818
       180                271.6   -0.647152294931132
       181                  272   -0.647978430843299
       182                272.4   -0.648653849891493
       183                272.8   -0.648558765100576
       184                273.2   -0.647450060139506
       185                273.6   -0.645632837725206
       186                  274   -0.643830639869263
       187                274.4   -0.642791036016286
       188                274.8   -0.642844762998799
       189                275.2   -0.643713978147888
       190                275.6   -0.644726640084388
       191                  276   -0.645292677639211
       192                276.4   -0.645285812659747
       193                276.8   -0.645063837090139
       194                277.2   -0.645168735644474
       195                277.6   -0.645985031722839
       196                  278   -0.647605507521614
       197                278.4   -0.649923990541528
       198                278.8   -0.652775184445664
       199                279.2   -0.655951304498775
       200                279.6   -0.659111151560584
       201                  280   -0.661744661967541
       202                280.4   -0.663303667924399
       203                280.8   -0.663432165338117
       204                281.2   -0.662132096475149
       205                281.6   -0.659769276691786
       206                  282   -0.656951968255569
       207                282.4   -0.654362723723174
       208                282.8   -0.652584575716178
       209                283.2   -0.651936953011952
       210                283.6   -0.652377891121239
       211                  284   -0.653555056881444
       212                284.4   -0.654996558838461
       213                284.8   -0.656287418047925
       214                285.2   -0.657083181632524
       215                285.6   -0.657025731312103
       216                  286   -0.655791694401397
       217                286.4   -0.653352674675607
       218                286.8   -0.650206970630126
       219                287.2   -0.647284923064036
       220                287.6   -0.645540837855234
       221                  288   -0.645535439888377
       222                288.4   -0.647259921501942
       223                288.8   -0.650215092049993
       224                289.2   -0.653645727043055
       225                289.6   -0.656839614764397
       226                  290   -0.659370263951677
       227                290.4   -0.661143276973234
       228                290.8   -0.662248555258716
       229                291.2   -0.662807118931522
       230                291.6   -0.662962889741732
       231                  292   -0.662936214195825
       232                292.4   -0.662960014152529
       233                292.8    -0.66310361357848
       234                293.2   -0.663194910297438
       235                293.6   -0.662990709325945
       236                  294   -0.662473673324332
       237                294.4   -0.661978767768077
       238                294.8   -0.661977972483111
       239                295.2   -0.662677603078541
       240                295.6   -0.663787904814374
       241                  296   -0.664681305207825
       242                296.4   -0.664791703920542
       243                296.8   -0.663903060806681
       244                297.2   -0.662134452594325
       245                297.6   -0.659736570549132
       246                  298   -0.656929921139868
       247                298.4   -0.653890066153499
       248                298.8   -0.650833097787785
       249                299.2   -0.648099214192455
       250                299.6   -0.646128736272996
       251                  300   -0.645270969202312
       252                300.4   -0.645515908755696
       253                300.8    -0.64638846196918
       254                301.2    -0.64717391624715
       255                301.6   -0.647349600800783
       256                  302   -0.646883734844152
       257                302.4   -0.646174727398169
       258                302.8     -0.6457227442676
       259                303.2   -0.645820178782724
       260                303.6   -0.646460112231393
       261                  304    -0.64743893730263
       262                304.4   -0.648513367626283
       263                304.8   -0.649528745455807
       264                305.2   -0.650517437434493
       265                305.6   -0.651736668036291
       266                  306   -0.653550204340455
       267                306.4     -0.6561360893604
       268                306.8   -0.659206905738001
       269                307.2   -0.662009571911551
       270                307.6    -0.66367289165167
       271                  308    -0.66367166802379
       272                308.4   -0.662082324428602
       273                308.8   -0.659488112279154
       274                309.2    -0.65664869116891
       275                309.6   -0.654164721054877
       276                  310   -0.652308477359773
       277                310.4   -0.651053785184026
       278                310.8   -0.650223881440082
       279                311.2   -0.649637244942676
       280                311.6   -0.649176721445711
       281                  312   -0.648791496530211
       282                312.4   -0.648484357261515
       283                312.8   -0.648303679691311
       284                313.2   -0.648312287030805
       285                313.6   -0.648519469216101
       286                  314   -0.648817671632971
       287                314.4   -0.648981743303437
       288                314.8   -0.648747846115529
       289                315.2   -0.647941521923561
       290                315.6   -0.646599556465335
       291                  316   -0.645021116819658
       292                316.4   -0.643698442701987
       293                316.8   -0.643133384290999
       294                317.2   -0.643622135216786
       295                317.6   -0.645130876382608
       296                  318   -0.647345149639584
       297                318.4   -0.649863842143332
       298                318.8   -0.652401602098997
       299                319.2   -0.654856001509485
       300                319.6   -0.657203677962102
       301                  320    -0.65932904146234
       302                320.4   -0.660955506131119
       303                320.8   -0.661784323767312
       304                321.2   -0.661765520482081
       305                321.6   -0.661256003531832
       306                  322   -0.660853060879014
       307                322.4   -0.660970600082582
       308                322.8   -0.661503243371397
       309                323.2   -0.661883230641851
       310                323.6   -0.661485995699381
       311                  324   -0.660048267617262
       312                324.4   -0.657813396608861
       313                324.8   -0.655385712972713
       314                325.2   -0.653446048297525
       315                325.6   -0.652472163794721
       316                  326   -0.652563722867044
       317                326.4   -0.653446848312755
       318                326.8   -0.654654669920323
       319                327.2   -0.655770768548461
       320                327.6   -0.656600670627913
       321                  328   -0.657204037557636
       322                328.4   -0.657782919232131
       323                328.8   -0.658478554077497
       324                329.2   -0.659213933087858
       325                329.6   -0.659732966564305
       326                  330   -0.659832977723006
       327                330.4   -0.659594191713193
       328                330.8   -0.659397492859742
       329                331.2   -0.659701801600114
       330                331.6   -0.660737139436365
       331                  332   -0.662316434767153
       332                332.4   -0.663886011636575
       333                332.8   -0.664795713950906
       334                333.2   -0.664642643679234
       335                333.6   -0.663488289216142
       336                  334   -0.661814600771381
       337                334.4   -0.660252065819408
       338                334.8   -0.659265466104972
       339                335.2   -0.658989284941097
       340                335.6   -0.659266138837595
       341                  336   -0.659800962713779
       342                336.4   -0.660314372883553
       343                336.8   -0.660631445594281
       344                337.2   -0.660693779635009
       345                337.6   -0.660513702398948
       346                  338   -0.660117769413849
       347                338.4   -0.659533980234569
       348                338.8   -0.658835060135084
       349                339.2   -0.658184508013902
       350                339.6   -0.657806070127765
       351                  340   -0.657849578207308
       352                340.4   -0.658235587362868
       353                340.8   -0.658633877618043
       354                341.2   -0.658654686957285
       355                341.6   -0.658131529903859
       356                  342   -0.657258985404299
       357                342.4   -0.656472275888339
       358                342.8   -0.656188341865292
       359                343.2   -0.656611956299532
       360                343.6   -0.657691841919999
       361                  344   -0.659170052520488
       362                344.4   -0.660647056693712
       363                344.8   -0.661647498414468
       364                345.2   -0.661714116754151
       365                345.6   -0.660545453824792
       366                  346   -0.658149373633065
       367                346.4   -0.654931641103729
       368                346.8   -0.651614598894395
       369                347.2   -0.648952364013015
       370                347.6   -0.647378200070036
       371                  348   -0.646835829037391
       372                348.4   -0.646935871945185
       373                348.8   -0.647300337087458
       374                349.2    -0.64780023793496
       375                349.6   -0.648528842455349
       376                  350   -0.649616045278287
       377                350.4   -0.651085281295349
       378                350.8   -0.652833221933399
       379                351.2   -0.654674728472038
       380                351.6   -0.656387473923068
       381                  352   -0.657751057968139
       382                352.4   -0.658594623988477
       383                352.8   -0.658846134549845
       384                353.2   -0.658565305844081
       385                353.6    -0.65793936782207
       386                  354   -0.657219948202667
       387                354.4   -0.656613714028285
       388                354.8   -0.656197145489314
       389                355.2    -0.65592058915649
       390                355.6   -0.655677536363399
       391                  356   -0.655356832009585
       392                356.4   -0.654856376189212
       393                356.8   -0.654126592720981
       394                357.2   -0.653277572370317
       395                357.6   -0.652641482221179
       396                  358   -0.652631540330986
       397                358.4   -0.653412635926863
       398                358.8   -0.654649553932866
       399                359.2   -0.655623743677629
       400                359.6   -0.655707302510008
       401                  360   -0.654827506984849
       402                360.4   -0.653531987097281
       403                360.8   -0.652621944968077
       404                361.2   -0.652681444125771
       405                361.6   -0.653831488100871
       406                  362   -0.655761532118681
       407                362.4    -0.65790322429193
       408                362.8   -0.659646758161264
       409                363.2   -0.660562950869467
       410                363.6   -0.660548942734764
       411                  364   -0.659795068251988
       412                364.4   -0.658595832898069
       413                364.8   -0.657163910288421
       414                365.2   -0.655571535878383
       415                365.6    -0.65380325328516
       416                  366   -0.651845922125139
       417                366.4   -0.649775895628698
       418                366.8    -0.64780744757784
       419                367.2   -0.646251786554051
       420                367.6   -0.645402754526395
       421                  368   -0.645449795157354
       422                368.4   -0.646466103067519
       423                368.8   -0.648390960759372
       424                369.2   -0.650941786756844
       425                369.6   -0.653558133362543
       426                  370   -0.655540539799417
       427                370.4   -0.656375488505755
       428                370.8   -0.656031956431661
       429                371.2   -0.655011862609805
       430                371.6    -0.65411722315773
       431                  372   -0.654077254634016
       432                372.4   -0.655245657260361
       433                372.8    -0.65752491787241
       434                373.2    -0.66052603640364
       435                373.6   -0.663809334663692
       436                  374   -0.667019459811827
       437                374.4   -0.669873673627141
       438                374.8   -0.672122272192691
       439                375.2   -0.673579597235444
       440                375.6   -0.674173440190674
       441                  376   -0.673913517057743
       442                376.4   -0.672811575146027
       443                376.8   -0.670893252135939
       444                377.2   -0.668342228767704
       445                377.6   -0.665624983897173
       446                  378   -0.663412128076901
       447                378.4   -0.662288575648299
       448                378.8   -0.662439800852335
       449                379.2   -0.663537149638871
       450                379.6   -0.664913864609311
       451                  380   -0.665934147485511
       452                380.4   -0.666329986693819
       453                380.8    -0.66628751159188
       454                381.2   -0.666215089912414
       455                381.6   -0.666353506471872
       456                  382   -0.666541020759727
       457                382.4   -0.666354931421171
       458                382.8   -0.665531884453297
       459                383.2   -0.664299743346948
       460                383.6   -0.663313442567821
       461                  384   -0.663227380271616
       462                384.4   -0.664233279911031
       463                384.8   -0.665902747671202
       464                385.2   -0.667437623779381
       465                385.6   -0.668149886886468
       466                  386   -0.667843011727062
       467                386.4   -0.666837626594326
       468                386.8    -0.66565038350208
       469                387.2   -0.664608064245942
       470                387.6   -0.663706575741447
       471                  388   -0.662767097779754
       472                388.4   -0.661674693145617
       473                388.8   -0.660483520822702
       474                389.2   -0.659372533061222
       475                389.6   -0.658562675508084
       476                  390   -0.658263120785388
       477                390.4   -0.658635095261035
       478                390.8   -0.659753747306137
       479                391.2    -0.66157684867346
       480                391.6   -0.663942802173437
       481                  392   -0.666614181808484
       482                392.4   -0.669352862320549
       483                392.8   -0.671973119474943
       484                393.2   -0.674325022862546
       485                393.6   -0.676224357779243
       486                  394   -0.677397774747721
       487                394.4   -0.677506020262565
       488                394.8   -0.676270447432725
       489                395.2   -0.673671759126037
       490                395.6   -0.670104704828358
       491                  396   -0.666330333400032
       492                396.4   -0.663182688045318
       493                396.8   -0.661205880170647
       494                397.2   -0.660480656298978
       495                397.6   -0.660723321192041
       496                  398   -0.661501381392807
       497                398.4   -0.662383833358274
       498                398.8   -0.663009407343178
       499                399.2   -0.663154239047845
       500                399.6   -0.662806921499671
       501                  400   -0.662178389808513
       502                400.4   -0.661614994774727
       503                400.8   -0.661454488696072
       504                401.2   -0.661867578413635
       505                401.6   -0.662728577396151
       506                  402   -0.663612606863321
       507                402.4    -0.66400670632497
       508                402.8   -0.663654510694757
       509                403.2   -0.662778944663992
       510                403.6   -0.661970362013681
       511                  404   -0.661782579726166
       512                404.4   -0.662323895640454
       513                404.8   -0.663168442668699
       514                405.2   -0.663695366677046
       515                405.6   -0.663606801187499
       516                  406    -0.66317625124499
       517                406.4   -0.662994658131148
       518                406.8   -0.663457693712724
       519                407.2   -0.664472014904134
       520                407.6   -0.665599850003378
       521                  408   -0.666431245559262
       522                408.4   -0.666830111838632
       523                408.8   -0.666904880889678
       524                409.2    -0.66682068830191
       525                409.6   -0.666655079780285
       526                  410   -0.666392116496486
       527                410.4   -0.665994078650258
       528                410.8   -0.665438964414532
       529                411.2   -0.664698016621898
       530                411.6   -0.663730440229767
       531                  412   -0.662558474684243
       532                412.4   -0.661370669182086
       533                412.8   -0.660524761129069
       534                413.2   -0.660378924057643
       535                413.6   -0.661026168079616
       536                  414   -0.662117710940141
       537                414.4   -0.662944472710811
       538                414.8   -0.662793612502267
       539                415.2   -0.661391094407687
       540                415.6   -0.659131799720382
       541                  416   -0.656911405654085
       542                416.4   -0.655658052876729
       543                416.8   -0.655872640216304
       544                417.2   -0.657433148192235
       545                417.6   -0.659694370716193
       546                  418   -0.661764017430578
       547                418.4   -0.662835463433973
       548                418.8   -0.662486112826799
       549                419.2   -0.660837364666314
       550                419.6   -0.658487770821328
       551                  420   -0.656233282736176
       552                420.4   -0.654718794609114
       553                420.8   -0.654215520980789
       554                421.2   -0.654636844842078
       555                421.6   -0.655741076309259
       556                  422   -0.657347676289182
       557                422.4   -0.659412052103822
       558                422.8   -0.661939622097595
       559                423.2   -0.664848442018584
       560                423.6   -0.667905773827209
       561                  424   -0.670772307140434
       562                424.4   -0.673088499868097
       563                424.8   -0.674529991456466
       564                425.2   -0.674841973553804
       565                425.6   -0.673920275796443
       566                  426   -0.671937286010248
       567                426.4   -0.669385844607386
       568                426.8   -0.666926581893361
       569                427.2   -0.665108941152425
       570                427.6   -0.664173584767385
       571                  428   -0.664054796118158
       572                428.4   -0.664506392533319
       573                428.8    -0.66521262373303
       574                429.2   -0.665849608722699
       575                429.6   -0.666160217294343
       576                  430   -0.666066758413599
       577                430.4   -0.665731305048038
       578                430.8   -0.665450137904549
       579                431.2   -0.665408082953369
       580                431.6   -0.665482483880576
       581                  432   -0.665276659532054
       582                432.4   -0.664375338382129
       583                432.8   -0.662640763428109
       584                433.2   -0.660347770529553
       585                433.6   -0.658064158491189
       586                  434   -0.656339833657005
       587                434.4    -0.65540460225484
       588                434.8   -0.655090870879764
       589                435.2   -0.655034303656023
       590                435.6   -0.654977435362879
       591                  436   -0.654925414566903
       592                436.4   -0.655052952657917
       593                436.8   -0.655483517808084
       594                437.2   -0.656151798453666
       595                437.6   -0.656857337978536
       596                  438    -0.65743160912763
       597                438.4   -0.657848865095565
       598                438.8   -0.658194877396256
       599                439.2    -0.65856452606399
       600                439.6   -0.659012642895927
       601                  440   -0.659591628107655
       602                440.4   -0.660398815302853
       603                440.8   -0.661543334334134
       604                441.2   -0.663022128850122
       605                441.6   -0.664593918873512
       606                  442   -0.665784134816634
       607                442.4   -0.666091214207804
       608                442.8   -0.665309064058042
       609                443.2   -0.663745403761614
       610                443.6   -0.662139489988412
       611                  444   -0.661287674304129
       612                444.4   -0.661619830304396
       613                444.8   -0.663019472776382
       614                445.2   -0.664980935185288
       615                445.6   -0.666934050759497
       616                  446   -0.668495001519619
       617                446.4   -0.669550699904964
       618                446.8   -0.670235652107274
       619                447.2   -0.670853407859871
       620                447.6     -0.6717285530523
       621                  448   -0.673017945212083
       622                448.4   -0.674611294303773
       623                448.8   -0.676215811336182
       624                449.2   -0.677537583091312
       625                449.6   -0.678377446165067
       626                  450   -0.678591877774794
       627                450.4   -0.678055383245615
       628                450.8    -0.67675294220085
       629                451.2   -0.674945089064664
       630                451.6   -0.673212203889892
       631                  452    -0.67224554991306
       632                452.4   -0.672460299450074
       633                452.8   -0.673697993867454
       634                453.2   -0.675284638720084
       635                453.6   -0.676452922273361
       636                  454    -0.67681740007042
       637                454.4   -0.676537242558419
       638                454.8   -0.676086255017631
       639                455.2   -0.675870687802802
       640                455.6   -0.675984929967997
       641                  456   -0.676209496745298
       642                456.4   -0.676171449569398
       643                456.8   -0.675527826640789
       644                457.2   -0.674074213113928
       645                457.6    -0.67177118969793
       646                  458   -0.668750497826076
       647                458.4   -0.665339336543683
       648                458.8   -0.662060550725328
       649                459.2   -0.659544901560861
       650                459.6   -0.658352352470851
       651                  460   -0.658756868151535
       652                460.4   -0.660575116791272
       653                460.8   -0.663152581475602
       654                461.2   -0.665605899827329
       655                461.6   -0.667254366185225
       656                  462   -0.667960141472479
       657                462.4   -0.668113637840921
       658                462.8   -0.668297382029602
       659                463.2   -0.668918405383208
       660                463.6   -0.670042934358263
       661                  464   -0.671428779170234
       662                464.4   -0.672632824088653
       663                464.8   -0.673136405045139
       664                465.2   -0.672508086621139
       665                465.6   -0.670590939203121
       666                  466   -0.667616119747698
       667                466.4   -0.664141527482902
       668                466.8   -0.660845815683143
       669                467.2   -0.658339707252854
       670                467.6   -0.657094545926385
       671                  468   -0.657390433775136
       672                468.4   -0.659163537241322
       673                468.8   -0.661869082662569
       674                469.2   -0.664611805770478
       675                469.6   -0.666554395528132
       676                  470   -0.667291869324355
       677                470.4   -0.666919631334514
       678                470.8    -0.66584334840406
       679                471.2   -0.664541988626485
       680                471.6   -0.663386475434722
       681                  472   -0.662513865511632
       682                472.4   -0.661803717469468
       683                472.8   -0.661022405984655
       684                473.2   -0.660067387843197
       685                473.6   -0.659112715689073
       686                  474   -0.658520767276173
       687                474.4   -0.658592944650605
       688                474.8   -0.659368102095918
       689                475.2   -0.660618312678948
       690                475.6    -0.66201627364735
       691                  476   -0.663328888162914
       692                476.4   -0.664511416883569
       693                476.8    -0.66566660190753
       694                477.2   -0.666892530210179
       695                477.6   -0.668085393040065
       696                  478   -0.668842639264217
       697                478.4   -0.668633888996715
       698                478.8   -0.667215489262272
       699                479.2   -0.664968208477944
       700                479.6    -0.66280206205326
       701                  480   -0.661635807089018
       702                480.4   -0.661860384310445
       703                480.8   -0.663193663827249
       704                481.2   -0.664958406980379
       705                481.6   -0.666493646454788
       706                  482   -0.667417522834729
       707                482.4    -0.66766605960122
       708                482.8   -0.667383583854116
       709                483.2   -0.666773693144523
       710                483.6   -0.666003322538177
       711                  484    -0.66519786649867
       712                484.4   -0.664467728017432
       713                484.8   -0.663867529221178
       714                485.2   -0.663299545606975
       715                485.6   -0.662512605599216
       716                  486   -0.661296079656723
       717                486.4   -0.659733741298945
       718                486.8   -0.658246825189669
       719                487.2   -0.657325361071847
       720                487.6   -0.657168588587403
       721                  488   -0.657572720750019
       722                488.4   -0.658164630604626
       723                488.8    -0.65872755579876
       724                489.2   -0.659291122137358
       725                489.6    -0.65994994288278
       726                  490   -0.660686030526357
       727                490.4   -0.661424300570862
       728                490.8   -0.662217105370653
       729                491.2   -0.663269398160661
       730                491.6   -0.664721289430325
       731                  492   -0.666430676131847
       732                492.4   -0.668024270189657
       733                492.8   -0.669183464007303
       734                493.2   -0.669878564162314
       735                493.6   -0.670340981954627
       736                  494   -0.670835645290999
       737                494.4   -0.671454381468223
       738                494.8   -0.672085972284455
       739                495.2   -0.672555660392117
       740                495.6   -0.672805007193125
       741                  496   -0.672953061715206
       742                496.4    -0.67316160087089
       743                496.8   -0.673400498915808
       744                497.2   -0.673340952868579
       745                497.6   -0.672529305812863
       746                  498   -0.670736191535468
       747                498.4   -0.668188227068417
       748                498.8   -0.665480242425817
       749                499.2   -0.663240492982764
       750                499.6   -0.661805506931328
       751                  500   -0.661123600069687
       752                500.4   -0.660931520238203
       753                500.8   -0.661061293660179
       754                501.2   -0.661625037608966
       755                501.6   -0.662902952247462
       756                  502   -0.665035445842027
       757                502.4   -0.667839529757547
       758                502.8   -0.670930881173002
       759                503.2   -0.673956173727604
       760                503.6   -0.676621899938191
       761                  504   -0.678536974489021
       762                504.4   -0.679207483260469
       763                504.8   -0.678345206670545
       764                505.2   -0.676191165499552
       765                505.6   -0.673450593010541
       766                  506   -0.670851948412513
       767                506.4    -0.66875448881156
       768                506.8   -0.667142845267878
       769                507.2   -0.665910517587429
       770                507.6   -0.665073218231448
       771                  508   -0.664710918290892
       772                508.4   -0.664771064511902
       773                508.8   -0.665004810100523
       774                509.2   -0.665141250504649
       775                509.6   -0.665128210759482
       776                  510   -0.665175235695079
       777                510.4   -0.665534075240663
       778                510.8    -0.66623627557652
       779                511.2   -0.667056995592159
       780                511.6   -0.667733723787915
       781                  512   -0.668215912307681
       782                512.4   -0.668718728829768
       783                512.8   -0.669557363739725
       784                513.2    -0.67091535742857
       785                513.6   -0.672714489697178
       786                  514   -0.674648448312598
       787                514.4   -0.676328397692435
       788                514.8   -0.677436596532437
       789                515.2   -0.677806375279625
       790                515.6   -0.677414485835802
       791                  516   -0.676332882331677
       792                516.4    -0.67469562410227
       793                516.8   -0.672693258389421
       794                517.2   -0.670559521629271
       795                517.6    -0.66851419397039
       796                  518    -0.66668427182573
       797                518.4   -0.665093414624798
       798                518.8   -0.663785095725405
       799                519.2   -0.662991253422572
       800                519.6    -0.66312887867707
       801                  520   -0.664514541345318
       802                520.4    -0.66698780185387
       803                520.8   -0.669802373981419
       804                521.2   -0.671953803063583
       805                521.6   -0.672729091831777
       806                  522   -0.672062671440626
       807                522.4   -0.670456968443671
       808                522.8   -0.668601774362063
       809                523.2   -0.667038178433683
       810                523.6   -0.666072609376731
       811                  524   -0.665851216107824
       812                524.4   -0.666396448175495
       813                524.8   -0.667559665666897
       814                525.2   -0.669014579666962
       815                525.6   -0.670392195423168
       816                  526   -0.671487499277718
       817                526.4   -0.672356433231841
       818                526.8    -0.67320067937625
       819                527.2   -0.674141003524472
       820                527.6    -0.67509410960345
       821                  528    -0.67585315440866
       822                528.4   -0.676250013549012
       823                528.8   -0.676210929498866
       824                529.2   -0.675678066335155
       825                529.6   -0.674542875286242
       826                  530   -0.672709757469087
       827                530.4   -0.670236952780032
       828                530.8   -0.667405770294557
       829                531.2   -0.664642679564204
       830                531.6    -0.66235247230729
       831                  532   -0.660777833546899
       832                532.4   -0.659962977374629
       833                532.8   -0.659828837668917
       834                533.2   -0.660306088723919
       835                533.6   -0.661432186701739
       836                  534   -0.663328657458181
       837                534.4   -0.666054753688636
       838                534.8    -0.66943222680563
       839                535.2    -0.67296948312957
       840                535.6   -0.675961614524689
       841                  536    -0.67774797232369
       842                536.4   -0.678009229504486
       843                536.8   -0.676925625483773
       844                537.2   -0.675074404116966
       845                537.6   -0.673126979410319
       846                  538   -0.671562814368859
       847                538.4    -0.67057628742947
       848                538.8   -0.670159632405016
       849                539.2   -0.670218254057752
