     index            Field [G]         Intensity []
        97                238.4   -0.653496695320689
        98                238.8   -0.654236545613803
        99                239.2   -0.655054567287928
       100                239.6   -0.655701525250919
       101                  240    -0.65619805659032
       102                240.4   -0.656745969378558
       103                240.8   -0.657443736520887
       104                241.2   -0.658083759062061
       105                241.6   -0.658225440790588
       106                  242   -0.657472246803247
       107                242.4   -0.655712234911235
       108                242.8   -0.653170717267066
       109                243.2   -0.650323062428953
       110                243.6   -0.647782216821283
       111                  244   -0.646181216243023
       112                244.4   -0.645993389395582
       113                244.8    -0.64730347088166
       114                245.2   -0.649691192996154
       115                245.6   -0.652409956774209
       116                  246   -0.654819982015222
       117                246.4   -0.656746038802504
       118                246.8   -0.658431378696517
       119                247.2   -0.660133674601298
       120                247.6   -0.661765113468046
       121                  248    -0.66291172129258
       122                248.4   -0.663175783151936
       123                248.8   -0.662510307466056
       124                249.2     -0.6612798854692
       125                249.6   -0.660033965792541
       126                  250   -0.659176745563235
       127                250.4    -0.65876174554395
       128                250.8   -0.658539811354384
       129                251.2   -0.658203404708219
       130                251.6   -0.657608343383357
       131                  252   -0.656767759681157
       132                252.4   -0.655649153279724
       133                252.8   -0.654051940430506
       134                253.2    -0.65178290189845
       135                253.6   -0.648987395367881
       136                  254   -0.646261491274633
       137                254.4   -0.644385276830948
       138                254.8   -0.643927823429587
       139                255.2   -0.645060394189096
       140                255.6   -0.647600338679299
       141                  256    -0.65106868261498
       142                256.4    -0.65470911948356
       143                256.8   -0.657664721952599
       144                257.2   -0.659367380529639
       145                257.6   -0.659820138900328
       146                  258    -0.65944047385826
       147                258.4   -0.658595434225681
       148                258.8   -0.657312544855179
       149                259.2   -0.655434768408251
       150                259.6   -0.652984881424992
       151                  260   -0.650326556021031
       152                260.4   -0.648020782392102
       153                260.8   -0.646633278271737
       154                261.2   -0.646691451554705
       155                261.6   -0.648649936900121
       156                  262   -0.652643111886083
       157                262.4   -0.658143591605111
       158                262.8   -0.663923797210575
       159                263.2   -0.668504319631232
       160                263.6    -0.67081181401515
       161                  264   -0.670601561923398
       162                264.4   -0.668443050002783
       163                264.8   -0.665383230754106
       164                265.2   -0.662507939488408
       165                265.6   -0.660550469628773
       166                  266   -0.659627975879734
       167                266.4   -0.659200133480997
       168                266.8   -0.658342539206521
       169                267.2   -0.656276944679157
       170                267.6   -0.652864050572084
       171                  268   -0.648707267430615
       172                268.4   -0.644782283534628
       173                268.8   -0.641876423396183
       174                269.2   -0.640232033044506
       175                269.6   -0.639564834828057
       176                  270   -0.639340797242173
       177                270.4   -0.639098564712977
       178                270.8   -0.638671463743953
       179                271.2   -0.638228390741513
       180                271.6   -0.638097512098536
       181                  272   -0.638463351790323
       182                272.4   -0.639181594656394
       183                272.8   -0.639902753612524
       184                273.2   -0.640393362819974
       185                273.6   -0.640719586185013
       186                  274   -0.641108305001793
       187                274.4   -0.641654581678848
       188                274.8   -0.642180355486951
       189                275.2   -0.642350961609128
       190                275.6    -0.64190851762932
       191                  276   -0.640844372960788
       192                276.4   -0.639449175256992
       193                276.8   -0.638247970749629
       194                277.2   -0.637808740166179
       195                277.6   -0.638445962211519
       196                  278   -0.639988827513165
       197                278.4   -0.641859568837318
       198                278.8   -0.643492659595869
       199                279.2   -0.644759847422628
       200                279.6   -0.645997357448553
       201                  280   -0.647630749509661
       202                280.4   -0.649818098233888
       203                280.8   -0.652448875785429
       204                281.2   -0.655357179187819
       205                281.6   -0.658376116768077
       206                  282   -0.661168673624035
       207                282.4   -0.663157774784223
       208                282.8   -0.663787488844485
       209                283.2   -0.662907615637505
       210                283.6   -0.660891994676554
       211                  284   -0.658400459866772
       212                284.4   -0.656052271193166
       213                284.8   -0.654264185509827
       214                285.2   -0.653236190728246
       215                285.6    -0.65294310727646
       216                  286   -0.653113937680057
       217                286.4   -0.653300494148349
       218                286.8   -0.653072110144565
       219                287.2   -0.652239008796395
       220                287.6   -0.650976130518312
       221                  288   -0.649779872966212
       222                288.4   -0.649250122402701
       223                288.8   -0.649758357036815
       224                289.2   -0.651169770728667
       225                289.6   -0.652835004186232
       226                  290   -0.653930538239996
       227                290.4   -0.653965203428507
       228                290.8   -0.653107816267546
       229                291.2   -0.652090353651404
       230                291.6   -0.651745239733013
       231                  292   -0.652508401150667
       232                292.4   -0.654231456703193
       233                292.8   -0.656382306515611
       234                293.2   -0.658417072170502
       235                293.6   -0.660034805974772
       236                  294   -0.661180762785076
       237                294.4   -0.661861948496808
       238                294.8   -0.661964067080702
       239                295.2   -0.661272495671395
       240                295.6   -0.659739981850105
       241                  296   -0.657766327435147
       242                296.4   -0.656146533348844
       243                296.8   -0.655610098852112
       244                297.2   -0.656287792060431
       245                297.6   -0.657552900135542
       246                  298    -0.65837172446356
       247                298.4   -0.657905676750402
       248                298.8   -0.655989997852078
       249                299.2   -0.653255776364591
       250                299.6   -0.650844388402865
       251                  300   -0.649820839540472
       252                300.4   -0.650574508313712
       253                300.8   -0.652599243449284
       254                301.2   -0.654865644797327
       255                301.6    -0.65656304768075
       256                  302   -0.657640471062911
       257                302.4   -0.658672709334337
       258                302.8   -0.660130067366069
       259                303.2   -0.661698266664944
       260                303.6   -0.662311833023156
       261                  304   -0.660930367504787
       262                304.4   -0.657392871619618
       263                304.8   -0.652623864490171
       264                305.2   -0.648062998669467
       265                305.6   -0.644827884443089
       266                  306    -0.64324692744512
       267                306.4   -0.643010563323862
       268                306.8   -0.643678730522971
       269                307.2   -0.645057076057476
       270                307.6   -0.647161413898074
       271                  308   -0.649914457857683
       272                308.4   -0.652949511154014
       273                308.8   -0.655727460283494
       274                309.2   -0.657825617124896
       275                309.6   -0.659101984211106
       276                  310   -0.659593378139961
       277                310.4   -0.659285345856316
       278                310.8   -0.658037089706222
       279                311.2   -0.655805444312112
       280                311.6    -0.65297375479347
       281                  312   -0.650399136774551
       282                312.4   -0.649023570714768
       283                312.8   -0.649342820777629
       284                313.2   -0.651170726287889
       285                313.6    -0.65381593121187
       286                  314    -0.65642149869337
       287                314.4   -0.658214908101762
       288                314.8   -0.658660137166806
       289                315.2   -0.657609169206012
       290                315.6   -0.655418627090649
       291                  316   -0.652874841270656
       292                316.4   -0.650861585664326
       293                316.8   -0.649935736093775
       294                317.2    -0.65011310945946
       295                317.6   -0.651041734418192
       296                  318   -0.652412479677874
       297                318.4   -0.654221075888285
       298                318.8   -0.656623500298043
       299                319.2   -0.659529944202675
       300                319.6   -0.662347122717968
       301                  320   -0.664133892653427
       302                320.4   -0.664065405647324
       303                320.8   -0.661882576236666
       304                321.2    -0.65806708878729
       305                321.6    -0.65368113730619
       306                  322   -0.649986679810107
       307                322.4   -0.648039586555671
       308                322.8   -0.648402755367607
       309                323.2   -0.650995374330339
       310                323.6   -0.655060183973887
       311                  324   -0.659328799817925
       312                324.4   -0.662479720179752
       313                324.8    -0.66375339872457
       314                325.2   -0.663333217267961
       315                325.6   -0.662180109605114
       316                  326    -0.66141785519631
       317                326.4   -0.661706224874028
       318                326.8   -0.662995076995614
       319                327.2   -0.664723177905929
       320                327.6   -0.666234217579222
       321                  328   -0.667118285127939
       322                328.4   -0.667317484597783
       323                328.8   -0.667028261833583
       324                329.2   -0.666546856310713
       325                329.6   -0.666158001767074
       326                  330   -0.666047712447374
       327                330.4    -0.66620908706756
       328                330.8   -0.666420861155646
       329                331.2   -0.666409891003037
       330                331.6   -0.666139620854542
       331                  332   -0.665974370941123
       332                332.4   -0.666517076108053
       333                332.8   -0.668196307281372
       334                333.2   -0.670904748931231
       335                333.6    -0.67395740223675
       336                  334   -0.676411364339871
       337                334.4   -0.677554332826637
       338                334.8   -0.677245265642241
       339                335.2   -0.675861279763463
       340                335.6   -0.673896589452238
       341                  336   -0.671571801246419
       342                336.4    -0.66880369820841
       343                336.8   -0.665508386529944
       344                337.2   -0.661869669289995
       345                337.6    -0.65829160237911
       346                  338   -0.655145340189056
       347                338.4   -0.652631663456509
       348                338.8   -0.650880383023998
       349                339.2    -0.65008651916568
       350                339.6    -0.65045023465223
       351                  340   -0.651952375799138
       352                340.4   -0.654209423083912
       353                340.8   -0.656572549622675
       354                341.2   -0.658387203275363
       355                341.6   -0.659193002614106
       356                  342   -0.658749907975453
       357                342.4   -0.656992729530134
       358                342.8   -0.654083921557975
       359                343.2   -0.650563008138127
       360                343.6   -0.647389814045799
       361                  344   -0.645707120353345
       362                344.4   -0.646384908044729
       363                344.8   -0.649601811015888
       364                345.2   -0.654702456004005
       365                345.6   -0.660392854624444
       366                  346   -0.665158400678615
       367                346.4   -0.667730121369901
       368                346.8    -0.66747330337559
       369                347.2    -0.66461084957059
       370                347.6   -0.660174516062393
       371                  348    -0.65561737040319
       372                348.4   -0.652209927472667
       373                348.8   -0.650542113858819
       374                349.2   -0.650433107504453
       375                349.6   -0.651279401487227
       376                  350   -0.652561943880693
       377                350.4   -0.654133626636431
       378                350.8   -0.656096788300251
       379                351.2   -0.658415207517689
       380                351.6   -0.660623016067566
       381                  352   -0.661909585554591
       382                352.4   -0.661543147803367
       383                352.8   -0.659329317233896
       384                353.2   -0.655806756079141
       385                353.6   -0.652091100183121
       386                  354    -0.64945035712402
       387                354.4   -0.648760418897867
       388                354.8   -0.650072156131839
       389                355.2   -0.652588613436223
       390                355.6   -0.655157991741337
       391                  356   -0.656959111225484
       392                356.4   -0.657858819100327
       393                356.8   -0.658249189545807
       394                357.2   -0.658653312968201
       395                357.6   -0.659470504744141
       396                  358   -0.660923934574295
       397                358.4   -0.663035815916568
       398                358.8   -0.665535197249521
       399                359.2   -0.667816465047926
       400                359.6   -0.669127847337154
       401                  360   -0.668992427462802
       402                360.4   -0.667594577501906
       403                360.8   -0.665771393777389
       404                361.2   -0.664508457575782
       405                361.6   -0.664289999853812
       406                  362   -0.664843607788805
       407                362.4     -0.6654786889857
       408                362.8   -0.665654330817405
       409                363.2   -0.665239246416073
       410                363.6    -0.66433633314204
       411                  364   -0.663040004570305
       412                364.4   -0.661483725705968
       413                364.8   -0.660069064098001
       414                365.2   -0.659470762375752
       415                365.6   -0.660269000560873
       416                  366   -0.662517136075026
       417                366.4   -0.665622029818725
       418                366.8   -0.668568889609596
       419                367.2   -0.670261747837788
       420                367.6   -0.669840481103389
       421                  368   -0.666999382689326
       422                368.4   -0.662262365000058
       423                368.8   -0.656988263336199
       424                369.2   -0.652920245079086
       425                369.6   -0.651421311584456
       426                  370   -0.652849487706322
       427                370.4   -0.656482466961191
       428                370.8   -0.661004184757093
       429                371.2   -0.665174065726151
       430                371.6   -0.668251391319904
       431                  372   -0.670022919841992
       432                372.4    -0.67058912257886
       433                372.8    -0.67016151366714
       434                373.2   -0.668995801313653
       435                373.6   -0.667396582701421
       436                  374   -0.665664296491934
       437                374.4   -0.663958571728911
       438                374.8    -0.66219549280275
       439                375.2   -0.660121362231886
       440                375.6   -0.657572661338435
       441                  376   -0.654740723853726
       442                376.4   -0.652187773547704
       443                376.8   -0.650536068929181
       444                377.2   -0.650070174844864
       445                377.6   -0.650622451617298
       446                  378   -0.651849899092148
       447                378.4   -0.653604000705862
       448                378.8   -0.656008433243321
       449                379.2   -0.659193111297694
       450                379.6   -0.662989109361021
       451                  380   -0.666885141829805
       452                380.4   -0.670253746892267
       453                380.8   -0.672613957920329
       454                381.2   -0.673701902772418
       455                381.6   -0.673330142260889
       456                  382   -0.671262953555341
       457                382.4   -0.667377275504103
       458                382.8   -0.662080479679893
       459                383.2    -0.65656724245958
       460                383.6   -0.652503552549176
       461                  384   -0.651218794334138
       462                384.4   -0.652959484013109
       463                384.8   -0.656726583616139
       464                385.2   -0.660784677087882
       465                385.6   -0.663522516844203
       466                  386   -0.664187702496907
       467                386.4   -0.663112263217532
       468                386.8   -0.661349099081678
       469                387.2   -0.660002136660182
       470                387.6   -0.659676210594699
       471                  388    -0.66028967699962
       472                388.4   -0.661216488699405
       473                388.8   -0.661618094645813
       474                389.2   -0.660858636070231
       475                389.6   -0.658879396131121
       476                  390   -0.656327323728459
       477                390.4   -0.654279678785789
       478                390.8   -0.653673039356134
       479                391.2   -0.654817447397062
       480                391.6   -0.657345777857872
       481                  392   -0.660589611602552
       482                392.4   -0.664019539582916
       483                392.8   -0.667386201683957
       484                393.2   -0.670535404045928
       485                393.6   -0.673188953386089
       486                  394   -0.674965294079893
       487                394.4     -0.6756189527217
       488                394.8   -0.675248448716271
       489                395.2   -0.674283307734104
       490                395.6   -0.673288837099302
       491                  396   -0.672749120650894
       492                396.4   -0.672922189629108
       493                396.8    -0.67376647407313
       494                397.2   -0.674945119911239
       495                397.6   -0.675944101203804
       496                  398   -0.676276718182617
       497                398.4   -0.675662849652109
       498                398.8   -0.674097173384319
       499                399.2   -0.671811608659857
       500                399.6   -0.669166767006856
       501                  400   -0.666496178473088
       502                400.4   -0.663971599608618
       503                400.8   -0.661610462579869
       504                401.2   -0.659469170384024
       505                401.6   -0.657868845877626
       506                  402   -0.657390689843635
       507                402.4   -0.658536331602687
       508                402.8   -0.661279881830485
       509                403.2    -0.66490803378968
       510                403.6   -0.668336252019425
       511                  404   -0.670686138825654
       512                404.4   -0.671702593347851
       513                404.8   -0.671745574469041
       514                405.2   -0.671422251559878
       515                405.6   -0.671143886094684
       516                  406   -0.670881145252271
       517                406.4   -0.670232966677075
       518                406.8   -0.668745823361737
       519                407.2   -0.666286295112498
       520                407.6   -0.663221596642411
       521                  408   -0.660265913172656
       522                408.4   -0.658089562503549
       523                408.8   -0.656975931829021
       524                409.2   -0.656753920818554
       525                409.6    -0.65698576168463
       526                  410   -0.657218298394331
       527                410.4   -0.657163760332083
       528                410.8   -0.656819352620048
       529                411.2   -0.656537554415697
       530                411.6   -0.656942400872786
       531                  412   -0.658597876096089
       532                412.4   -0.661573071283916
       533                412.8   -0.665257665474483
       534                413.2   -0.668642280713412
       535                413.6   -0.670868305582788
       536                  414   -0.671612732202343
       537                414.4   -0.671071219566934
       538                414.8   -0.669690685685513
       539                415.2   -0.667948364155489
       540                415.6   -0.666285651066423
       541                  416   -0.665076337720984
       542                416.4   -0.664510405426768
       543                416.8   -0.664458753795675
       544                417.2   -0.664498575443939
       545                417.6   -0.664168673252064
       546                  418   -0.663293459851528
       547                418.4   -0.662115691819464
       548                418.8   -0.661133741355712
       549                419.2   -0.660794192035542
       550                419.6   -0.661284619697926
       551                  420   -0.662536159856829
       552                420.4   -0.664358453715749
       553                420.8   -0.666576108292025
       554                421.2   -0.669096384208771
       555                421.6   -0.671876718766588
       556                  422   -0.674772725860015
       557                422.4   -0.677348688091467
       558                422.8   -0.678872233620749
       559                423.2   -0.678642547437302
       560                423.6   -0.676475599843512
       561                  424   -0.672945356050792
       562                424.4   -0.669157025747429
       563                424.8   -0.666221051657473
       564                425.2    -0.66479230029687
       565                425.6   -0.664919084859098
       566                  426   -0.666211528642047
       567                426.4   -0.668163798767316
       568                426.8   -0.670391442159793
       569                427.2   -0.672621190908495
       570                427.6   -0.674511933301166
       571                  428   -0.675594838317563
       572                428.4   -0.675517204288876
       573                428.8    -0.67440339748546
       574                429.2   -0.672935838892559
       575                429.6   -0.672002076914322
       576                  430   -0.672186137232985
       577                430.4   -0.673498543989483
       578                430.8      -0.675450654151
       579                431.2    -0.67729455797641
       580                431.6   -0.678279766242082
       581                  432   -0.677931708191593
       582                432.4   -0.676313948590832
       583                432.8   -0.674080071341852
       584                433.2   -0.672184105679824
       585                433.6   -0.671408165971145
       586                  434   -0.672030652106331
       587                434.4   -0.673808928379418
       588                434.8    -0.67618748216558
       589                435.2   -0.678537644463766
       590                435.6   -0.680329367331778
       591                  436   -0.681263850644116
       592                436.4   -0.681382284669015
       593                436.8    -0.68104197189654
       594                437.2   -0.680661107234844
       595                437.6   -0.680375501255512
       596                  438   -0.679927160538584
       597                438.4   -0.678909753891915
       598                438.8   -0.677124645013271
       599                439.2   -0.674720607672011
       600                439.6    -0.67207166640751
       601                  440   -0.669591805255037
       602                440.4   -0.667625194615777
       603                440.8   -0.666379779127921
       604                441.2   -0.665867165831367
       605                441.6   -0.665914986766271
       606                  442   -0.666300011633652
       607                442.4   -0.666904927851705
       608                442.8   -0.667740725564631
       609                443.2   -0.668802630597905
       610                443.6   -0.669902368348152
       611                  444   -0.670655385572271
       612                444.4   -0.670667149133921
       613                444.8    -0.66978784015324
       614                445.2   -0.668243711078919
       615                445.6   -0.666549398416536
       616                  446   -0.665261066756183
       617                446.4   -0.664713459559441
       618                446.8   -0.664868539227765
       619                447.2   -0.665355618472446
       620                447.6   -0.665714116201469
       621                  448   -0.665715210002149
       622                448.4   -0.665519969982134
       623                448.8   -0.665521538624123
       624                449.2   -0.666001742060966
       625                449.6   -0.666898930117301
       626                  450   -0.667838417759509
       627                450.4   -0.668330554159773
       628                450.8   -0.667992337356161
       629                451.2   -0.666749765745959
       630                451.6   -0.664977987225249
       631                  452   -0.663435111185192
       632                452.4   -0.662905853658887
       633                452.8   -0.663749991706876
       634                453.2   -0.665715413562958
       635                453.6   -0.668155982922462
       636                  454   -0.670416164531105
       637                454.4   -0.672058077172063
       638                454.8   -0.672872477930487
       639                455.2     -0.6728448769618
       640                455.6   -0.672176416052437
       641                  456   -0.671275613800914
       642                456.4   -0.670626710809835
       643                456.8   -0.670572089277262
       644                457.2    -0.67112250166896
       645                457.6   -0.671897747760295
       646                  458   -0.672274757501403
       647                458.4   -0.671741380508764
       648                458.8   -0.670275948845135
       649                459.2   -0.668449015369599
       650                459.6   -0.667090041950267
       651                  460   -0.666722243342771
       652                460.4   -0.667202710145422
       653                460.8   -0.667858147580974
       654                461.2   -0.668000089966485
       655                461.6   -0.667400083092071
       656                  462   -0.666355635121446
       657                462.4   -0.665330446422448
       658                462.8   -0.664516852136382
       659                463.2   -0.663726350149221
       660                463.6   -0.662697259684534
       661                  464   -0.661513898305641
       662                464.4   -0.660739377548186
       663                464.8   -0.661125791447226
       664                465.2   -0.663097870954729
       665                465.6   -0.666355482055809
       666                  466   -0.669876214093248
       667                466.4   -0.672381774672967
       668                466.8   -0.673026929597097
       669                467.2    -0.67185328266645
       670                467.6   -0.669666553600629
       671                  468   -0.667444104250999
       672                468.4   -0.665772299364372
       673                468.8   -0.664747425255149
       674                469.2   -0.664306001780508
       675                469.6    -0.66455931206824
       676                  470   -0.665776040366698
       677                470.4   -0.668075366700751
       678                470.8   -0.671193018124242
       679                471.2   -0.674558860101374
       680                471.6   -0.677572802011579
       681                  472   -0.679819652286157
       682                472.4   -0.681131542781975
       683                472.8   -0.681579746834773
       684                473.2   -0.681428266895077
       685                473.6    -0.68098177192736
       686                  474   -0.680353965044153
       687                474.4   -0.679364674729276
       688                474.8    -0.67774205068792
       689                475.2   -0.675519277313499
       690                475.6   -0.673270659034933
       691                  476   -0.671903533083602
       692                476.4   -0.672080396997865
       693                476.8   -0.673703358747027
       694                477.2   -0.675920024810874
       695                477.6   -0.677701526938681
       696                  478    -0.67851867797699
       697                478.4   -0.678536176945956
       698                478.8   -0.678215757647273
       699                479.2   -0.677783634601125
       700                479.6   -0.677080356353954
       701                  480    -0.67586300177979
       702                480.4   -0.674196919709076
       703                480.8   -0.672553749366987
       704                481.2   -0.671533190621654
       705                481.6   -0.671434699854315
       706                  482   -0.672018875447579
       707                482.4   -0.672660249398583
       708                482.8   -0.672779677689003
       709                483.2   -0.672202944761431
       710                483.6   -0.671168688652509
       711                  484   -0.670042355696602
       712                484.4   -0.669044083542129
       713                484.8   -0.668232691152999
       714                485.2   -0.667703517478067
       715                485.6   -0.667737930437118
       716                  486   -0.668693052533147
       717                486.4   -0.670701430317942
       718                486.8   -0.673476780024109
       719                487.2   -0.676432073410243
       720                487.6   -0.679000607983682
       721                  488   -0.680868129390773
       722                488.4    -0.68195389888678
       723                488.8   -0.682232904308749
       724                489.2   -0.681602183474817
       725                489.6    -0.67990818839089
       726                  490   -0.677099274767724
       727                490.4   -0.673377450464862
       728                490.8   -0.669233421616219
       729                491.2    -0.66532693628181
       730                491.6   -0.662270803968734
       731                  492   -0.660437516458079
       732                492.4   -0.659884512935943
       733                492.8   -0.660404886534796
       734                493.2   -0.661646115206917
       735                493.6   -0.663247774861481
       736                  494    -0.66496359991316
       737                494.4   -0.666705866214445
       738                494.8    -0.66846383300354
       739                495.2   -0.670165129966746
       740                495.6    -0.67163888720366
       741                  496   -0.672737975334284
       742                496.4   -0.673473081159156
       743                496.8   -0.673975028062449
       744                497.2   -0.674312953744222
       745                497.6   -0.674399481449707
       746                  498   -0.674135205118437
       747                498.4    -0.67365135703788
       748                498.8    -0.67335139522812
       749                499.2   -0.673645321950794
       750                499.6   -0.674617044533354
       751                  500   -0.675958987905743
       752                500.4   -0.677224419026249
       753                500.8   -0.678124197713326
       754                501.2    -0.67861611601039
       755                501.6   -0.678828814451283
       756                  502   -0.679013246201381
       757                502.4   -0.679551392134946
       758                502.8   -0.680857067534911
       759                503.2   -0.683084211893623
       760                503.6   -0.685832359916663
       761                  504     -0.6881647239575
       762                504.4   -0.689042513002734
       763                504.8   -0.687901290894384
       764                505.2   -0.684930642345998
       765                505.6   -0.680879816728652
       766                  506   -0.676657825700535
       767                506.4    -0.67311822438421
       768                506.8   -0.671058551992565
       769                507.2   -0.671100681793693
       770                507.6   -0.673281824097036
       771                  508   -0.676706049640876
       772                508.4   -0.679782500905688
       773                508.8   -0.681093419494682
       774                509.2   -0.680283071417171
       775                509.6   -0.678247065200293
       776                  510    -0.67646179968733
       777                510.4   -0.675984013776391
       778                510.8   -0.676851715212866
       779                511.2   -0.678223192383331
       780                511.6    -0.67902538564953
       781                  512   -0.678621040998618
       782                512.4   -0.677134552571347
       783                512.8   -0.675347858468765
       784                513.2   -0.674270829103432
       785                513.6   -0.674602658526634
       786                  514   -0.676367075671206
       787                514.4   -0.678937214271758
       788                514.8   -0.681418469749839
       789                515.2   -0.683113370645648
       790                515.6   -0.683788227943213
       791                  516   -0.683668679377297
       792                516.4   -0.683262719161159
       793                516.8   -0.683117959141386
       794                517.2   -0.683573726164265
       795                517.6   -0.684588332230012
       796                  518   -0.685756256899394
       797                518.4   -0.686555566277186
       798                518.8   -0.686688117042778
       799                519.2   -0.686264415978325
       800                519.6   -0.685694107656249
       801                  520   -0.685396572941066
       802                520.4   -0.685580596765787
       803                520.8   -0.686219231220557
       804                521.2    -0.68714451222243
       805                521.6   -0.688151347892797
       806                  522   -0.689088816993327
       807                522.4   -0.689917838656065
       808                522.8   -0.690644869667281
       809                523.2   -0.691122898443622
       810                523.6   -0.690924965981838
       811                  524   -0.689519489529216
       812                524.4   -0.686680727133206
       813                524.8    -0.68277623837438
       814                525.2   -0.678649822286087
       815                525.6   -0.675185112523805
       816                  526   -0.672892919715432
       817                526.4   -0.671789090841081
       818                526.8   -0.671567468182758
       819                527.2   -0.671888445668215
       820                527.6   -0.672586399705423
       821                  528   -0.673678913377871
       822                528.4   -0.675179106542729
       823                528.8   -0.676848957634424
       824                529.2   -0.678111020957545
       825                529.6    -0.67825254986529
       826                  530   -0.676827069918813
       827                530.4   -0.673973257320259
       828                530.8   -0.670414501382546
       829                531.2   -0.667145515963619
       830                531.6   -0.665034192680382
       831                  532   -0.664584593569685
       832                532.4   -0.665932750570043
       833                532.8   -0.668944703031012
       834                533.2   -0.673236819839022
       835                533.6   -0.678097172573357
       836                  534   -0.682493641588254
       837                534.4   -0.685353822335922
       838                534.8   -0.686039644824846
       839                535.2   -0.684677588582386
       840                535.6   -0.682050253174167
       841                  536   -0.679104306102957
       842                536.4   -0.676450774650128
       843                536.8   -0.674211963381334
       844                537.2   -0.672245654065057
       845                537.6   -0.670482214290455
       846                  538   -0.669088939290977
       847                538.4   -0.668376998924121
       848                538.8    -0.66857926564634
       849                539.2   -0.669693268906472
